start_timestamp,energy_kwh
2022-04-08,5891.1
2022-04-09,4473.7
2022-04-10,5224.9
2022-04-11,5136.7
2022-04-12,6152.2
2022-04-13,5891.6
2022-04-14,6030.8
2022-04-15,5449.9
2022-04-16,4993.3
2022-04-17,4190.8
2022-04-18,6049.8
2022-04-19,6267.8
2022-04-20,6237.0
2022-04-21,6056.6
2022-04-22,5986.2
2022-04-23,4559.9
2022-04-24,4352.4
2022-04-25,5346.9
2022-04-26,5435.7
2022-04-27,5039.2
2022-04-28,6559.7
2022-04-29,5940.4
2022-04-30,4136.2
2022-05-01,4716.9
2022-05-02,5660.9
2022-05-03,5941.8
2022-05-04,5988.5
2022-05-05,5406.3
2022-05-06,7047.3
2022-05-07,4207.2
2022-05-08,4960.2
2022-05-09,5853.3
2022-05-10,5721.9
2022-05-11,5220.3
2022-05-12,6063.4
2022-05-13,5984.0
2022-05-14,4429.9
2022-05-15,4514.7
2022-05-16,6010.0
2022-05-17,5793.1
2022-05-18,6277.4
2022-05-19,6360.0
2022-05-20,5433.2
2022-05-21,4513.8
2022-05-22,4346.7
2022-05-23,5818.3
2022-05-24,5860.5
2022-05-25,5757.1
2022-05-26,5713.6
2022-05-27,6377.5
2022-05-28,4869.8
2022-05-29,4177.4
2022-05-30,7016.4
2022-05-31,6782.6
2022-06-01,6202.7
2022-06-02,5921.3
2022-06-03,5552.6
2022-06-04,4796.1
2022-06-05,5506.7
2022-06-06,5662.8
2022-06-07,5591.2
2022-06-08,5132.9
2022-06-09,5972.1
2022-06-10,6415.5
2022-06-11,4764.1
2022-06-12,4640.4
2022-06-13,5699.7
2022-06-14,4880.6
2022-06-15,5686.1
2022-06-16,6108.5
2022-06-17,5932.8
2022-06-18,4295.2
2022-06-19,4147.9
2022-06-20,5724.2
2022-06-21,6150.7
2022-06-22,6008.5
2022-06-23,6484.1
2022-06-24,5971.4
2022-06-25,4529.5
2022-06-26,4527.9
2022-06-27,6004.0
2022-06-28,5067.7
2022-06-29,6013.3
2022-06-30,6153.6
2022-07-01,5675.5
2022-07-02,4618.1
2022-07-03,4088.3
2022-07-04,6944.5
2022-07-05,6246.6
2022-07-06,6412.3
2022-07-07,5232.8
2022-07-08,6092.8
2022-07-09,4619.3
2022-07-10,4022.2
2022-07-11,5720.2
2022-07-12,6038.7
2022-07-13,6820.7
2022-07-14,5112.6
2022-07-15,5439.1
2022-07-16,4695.8
2022-07-17,4952.2
2022-07-18,5715.1
2022-07-19,5810.2
2022-07-20,6125.3
2022-07-21,5180.7
2022-07-22,5662.9
2022-07-23,5527.3
2022-07-24,4227.5
2022-07-25,6039.6
2022-07-26,6502.5
2022-07-27,5913.5
2022-07-28,5345.3
2022-07-29,5378.4
2022-07-30,4495.2
2022-07-31,4061.0
2022-08-01,5724.8
2022-08-02,6243.7
2022-08-03,6157.1
2022-08-04,6711.8
2022-08-05,6308.0
2022-08-06,4321.2
2022-08-07,3992.2
2022-08-08,6697.7
2022-08-09,5263.1
2022-08-10,5594.0
2022-08-11,6093.0
2022-08-12,5627.9
2022-08-13,4278.1
2022-08-14,4533.8
2022-08-15,6965.1
2022-08-16,6079.6
2022-08-17,5716.9
2022-08-18,5991.4
2022-08-19,5920.8
2022-08-20,3428.0
2022-08-21,4163.9
2022-08-22,5809.8
2022-08-23,6480.2
2022-08-24,6280.3
2022-08-25,6169.3
2022-08-26,6147.9
2022-08-27,5183.5
2022-08-28,4938.9
2022-08-29,5839.4
2022-08-30,5820.7
2022-08-31,6625.2
2022-09-01,5495.9
2022-09-02,6693.2
2022-09-03,3793.6
2022-09-04,4083.7
2022-09-05,5592.7
2022-09-06,6080.9
2022-09-07,5162.6
2022-09-08,5899.9
2022-09-09,6067.2
2022-09-10,4375.0
2022-09-11,4097.5
2022-09-12,5881.0
2022-09-13,5671.9
2022-09-14,6254.1
2022-09-15,4828.2
2022-09-16,6211.7
2022-09-17,3810.1
2022-09-18,4728.4
2022-09-19,6301.7
2022-09-20,4819.4
2022-09-21,6831.9
2022-09-22,6348.5
2022-09-23,5618.9
2022-09-24,4362.9
2022-09-25,4232.9
2022-09-26,5330.6
2022-09-27,5977.9
2022-09-28,5815.0
2022-09-29,5797.3
2022-09-30,5735.7
2022-10-01,4222.1
2022-10-02,5241.3
2022-10-03,5699.2
2022-10-04,6650.5
2022-10-05,5752.8
2022-10-06,5953.6
2022-10-07,6124.5
2022-10-08,5121.4
2022-10-09,4449.4
2022-10-10,5554.7
2022-10-11,6174.3
2022-10-12,5641.3
2022-10-13,6555.5
2022-10-14,6169.3
2022-10-15,4520.3
2022-10-16,3779.4
2022-10-17,5416.5
2022-10-18,5196.6
2022-10-19,6519.6
2022-10-20,6087.7
2022-10-21,5753.4
2022-10-22,3881.4
2022-10-23,4798.6
2022-10-24,6428.1
2022-10-25,5436.2
2022-10-26,5386.5
2022-10-27,6592.9
2022-10-28,5254.4
2022-10-29,4041.7
2022-10-30,4884.2
2022-10-31,5558.6
2022-11-01,5736.8
2022-11-02,5147.2
2022-11-03,6793.9
2022-11-04,5997.3
2022-11-05,4206.5
2022-11-06,4599.0
2022-11-07,6141.8
2022-11-08,5860.9
2022-11-09,5610.8
2022-11-10,6203.6
2022-11-11,6665.8
2022-11-12,4578.6
2022-11-13,4703.4
2022-11-14,6897.3
2022-11-15,5905.5
2022-11-16,5878.8
2022-11-17,6503.7
2022-11-18,5972.0
2022-11-19,3723.5
2022-11-20,4726.3
2022-11-21,5365.1
2022-11-22,5837.8
2022-11-23,6443.2
2022-11-24,5257.8
2022-11-25,6599.3
2022-11-26,4294.0
2022-11-27,4552.6
2022-11-28,6845.3
2022-11-29,6218.3
2022-11-30,5798.7
2022-12-01,4929.6
2022-12-02,6393.1
2022-12-03,4226.9
2022-12-04,4382.7
2022-12-05,5715.8
2022-12-06,7291.7
2022-12-07,5804.5
2022-12-08,6048.3
2022-12-09,5763.6
2022-12-10,4482.6
2022-12-11,4113.7
2022-12-12,6302.2
2022-12-13,5477.0
2022-12-14,5874.7
2022-12-15,5406.6
2022-12-16,5823.0
2022-12-17,4499.8
2022-12-18,3940.9
2022-12-19,6112.8
2022-12-20,5373.3
2022-12-21,5382.7
2022-12-22,6434.8
2022-12-23,6440.5
2022-12-24,5120.5
2022-12-25,4069.5
2022-12-26,6008.8
2022-12-27,6506.4
2022-12-28,5826.3
2022-12-29,5167.5
2022-12-30,5843.3
2022-12-31,4467.5
2023-01-01,8499.6
2023-01-02,11565.7
2023-01-03,12003.1
2023-01-04,11864.3
2023-01-05,12787.8
2023-01-06,12033.0
2023-01-07,9606.1
2023-01-08,8833.7
2023-01-09,12369.3
2023-01-10,12951.8
2023-01-11,11762.7
2023-01-12,11575.4
2023-01-13,13052.1
2023-01-14,7690.9
2023-01-15,8555.7
2023-01-16,11935.7
2023-01-17,11950.9
2023-01-18,13287.3
2023-01-19,11307.6
2023-01-20,12779.9
2023-01-21,9948.0
2023-01-22,9433.6
2023-01-23,13181.4
2023-01-24,12281.4
2023-01-25,11893.3
2023-01-26,12652.0
2023-01-27,12135.8
2023-01-28,8590.4
2023-01-29,7752.8
2023-01-30,11986.1
2023-01-31,11921.7
2023-02-01,11612.1
2023-02-02,11232.3
2023-02-03,12602.4
2023-02-04,8202.4
2023-02-05,9234.1
2023-02-06,11141.6
2023-02-07,12148.6
2023-02-08,11712.8
2023-02-09,12564.8
2023-02-10,11001.5
2023-02-11,8571.1
2023-02-12,9450.6
2023-02-13,13031.6
2023-02-14,11928.6
2023-02-15,12298.4
2023-02-16,11812.5
2023-02-17,13032.3
2023-02-18,9362.4
2023-02-19,8320.9
2023-02-20,11066.5
2023-02-21,12751.5
2023-02-22,12096.7
2023-02-23,11203.6
2023-02-24,13517.3
2023-02-25,8557.1
2023-02-26,9256.4
2023-02-27,12283.7
2023-02-28,11409.9
2023-03-01,11843.2
2023-03-02,11903.8
2023-03-03,12341.7
2023-03-04,8790.7
2023-03-05,8808.3
2023-03-06,11653.7
2023-03-07,12151.1
2023-03-08,11957.0
2023-03-09,12342.6
2023-03-10,11930.8
2023-03-11,8319.4
2023-03-12,9206.1
2023-03-13,11586.5
2023-03-14,12953.0
2023-03-15,11324.7
2023-03-16,11241.4
2023-03-17,11771.9
2023-03-18,8629.3
2023-03-19,8398.7
2023-03-20,12404.3
2023-03-21,13202.2
2023-03-22,11025.2
2023-03-23,11640.6
2023-03-24,13554.5
2023-03-25,8831.2
2023-03-26,8998.0
2023-03-27,13146.8
2023-03-28,11690.9
2023-03-29,11846.9
2023-03-30,12794.1
2023-03-31,11637.2
2023-04-01,7811.7
2023-04-02,8664.3
2023-04-03,13174.9
2023-04-04,12418.2
2023-04-05,12221.2
2023-04-06,10378.0
2023-04-07,11860.5
2023-04-08,8916.4
2023-04-09,8966.8
2023-04-10,11635.8
2023-04-11,11778.5
2023-04-12,11887.4
2023-04-13,13057.6
2023-04-14,11584.8
2023-04-15,9532.6
2023-04-16,8805.7
2023-04-17,11434.8
2023-04-18,13449.1
2023-04-19,12342.6
2023-04-20,11572.7
2023-04-21,11531.1
2023-04-22,8910.4
2023-04-23,9619.1
2023-04-24,11434.9
2023-04-25,10436.2
2023-04-26,11387.3
2023-04-27,11771.9
2023-04-28,12167.8
2023-04-29,8245.5
2023-04-30,8502.4
2023-05-01,11483.9
2023-05-02,12211.5
2023-05-03,10828.6
2023-05-04,12509.4
2023-05-05,11538.6
2023-05-06,8581.2
2023-05-07,8635.9
2023-05-08,11302.8
2023-05-09,11957.3
2023-05-10,11928.2
2023-05-11,11193.1
2023-05-12,11771.7
2023-05-13,8852.2
2023-05-14,8991.6
2023-05-15,11548.0
2023-05-16,10799.4
2023-05-17,11931.4
2023-05-18,12180.6
2023-05-19,13581.8
2023-05-20,8570.0
2023-05-21,8465.1
2023-05-22,13131.8
2023-05-23,13127.5
2023-05-24,11327.2
2023-05-25,13334.5
2023-05-26,11562.1
2023-05-27,8472.2
2023-05-28,9366.5
2023-05-29,12248.0
2023-05-30,10836.0
2023-05-31,12400.7
2023-06-01,11383.4
2023-06-02,13147.8
2023-06-03,8992.0
2023-06-04,7716.7
2023-06-05,12991.9
2023-06-06,12573.1
2023-06-07,11928.9
2023-06-08,12268.0
2023-06-09,11637.0
2023-06-10,8798.5
2023-06-11,8208.1
2023-06-12,12559.1
2023-06-13,11986.8
2023-06-14,12112.6
2023-06-15,11473.3
2023-06-16,12183.5
2023-06-17,9125.2
2023-06-18,9233.0
2023-06-19,11240.6
2023-06-20,11744.7
2023-06-21,11659.1
2023-06-22,12767.5
2023-06-23,12177.5
2023-06-24,7989.7
2023-06-25,9163.5
2023-06-26,12043.3
2023-06-27,12645.4
2023-06-28,13308.3
2023-06-29,12085.9
2023-06-30,12474.7
2023-07-01,9460.3
2023-07-02,8668.7
2023-07-03,12043.7
2023-07-04,12329.3
2023-07-05,11190.9
2023-07-06,11220.2
2023-07-07,12307.1
2023-07-08,8721.4
2023-07-09,9310.9
2023-07-10,12654.9
2023-07-11,10597.5
2023-07-12,11219.6
2023-07-13,13255.3
2023-07-14,11382.6
2023-07-15,9282.7
2023-07-16,8942.0
2023-07-17,11099.2
2023-07-18,11611.0
2023-07-19,11881.6
2023-07-20,11333.3
2023-07-21,13067.2
2023-07-22,9092.1
2023-07-23,8831.9
2023-07-24,13807.1
2023-07-25,12795.4
2023-07-26,13004.5
2023-07-27,12595.3
2023-07-28,11237.2
2023-07-29,8562.8
2023-07-30,8442.4
2023-07-31,11967.3
2023-08-01,12701.5
2023-08-02,11957.1
2023-08-03,11247.7
2023-08-04,11281.8
2023-08-05,9444.1
2023-08-06,8569.4
2023-08-07,11877.5
2023-08-08,11211.8
2023-08-09,11592.4
2023-08-10,12326.2
2023-08-11,12222.2
2023-08-12,9512.3
2023-08-13,10197.8
2023-08-14,11307.9
2023-08-15,11785.8
2023-08-16,11495.0
2023-08-17,11341.3
2023-08-18,10783.3
2023-08-19,8994.7
2023-08-20,8536.0
2023-08-21,11717.2
2023-08-22,12777.2
2023-08-23,11153.8
2023-08-24,12403.1
2023-08-25,11757.7
2023-08-26,8810.0
2023-08-27,8430.2
2023-08-28,11809.1
2023-08-29,12606.6
2023-08-30,12782.4
2023-08-31,13074.1
2023-09-01,11682.6
2023-09-02,8698.1
2023-09-03,9212.6
2023-09-04,11614.6
2023-09-05,13018.3
2023-09-06,11638.6
2023-09-07,12031.6
2023-09-08,12020.2
2023-09-09,8372.7
2023-09-10,8751.0
2023-09-11,11392.1
2023-09-12,12686.4
2023-09-13,12380.9
2023-09-14,12148.9
2023-09-15,11495.3
2023-09-16,9522.0
2023-09-17,8961.8
2023-09-18,12569.5
2023-09-19,10301.4
2023-09-20,10861.7
2023-09-21,12388.2
2023-09-22,11564.4
2023-09-23,8002.4
2023-09-24,10166.7
2023-09-25,12514.0
2023-09-26,12223.3
2023-09-27,12732.5
2023-09-28,12739.7
2023-09-29,11248.7
2023-09-30,8264.0
2023-10-01,8768.2
2023-10-02,12284.8
2023-10-03,11325.3
2023-10-04,12162.2
2023-10-05,10671.8
2023-10-06,10140.4
2023-10-07,9119.2
2023-10-08,9185.2
2023-10-09,11823.1
2023-10-10,12371.3
2023-10-11,11859.5
2023-10-12,10713.6
2023-10-13,11665.4
2023-10-14,8757.3
2023-10-15,8254.0
2023-10-16,11650.6
2023-10-17,11650.0
2023-10-18,10510.3
2023-10-19,12369.2
2023-10-20,12905.6
2023-10-21,7967.7
2023-10-22,7863.1
2023-10-23,12302.1
2023-10-24,13304.5
2023-10-25,12959.5
2023-10-26,12268.0
2023-10-27,11635.8
2023-10-28,8385.4
2023-10-29,8922.4
2023-10-30,12894.6
2023-10-31,11500.3
2023-11-01,12739.8
2023-11-02,12148.0
2023-11-03,11370.0
2023-11-04,8960.6
2023-11-05,9351.4
2023-11-06,12759.2
2023-11-07,11210.6
2023-11-08,12144.9
2023-11-09,12568.8
2023-11-10,11893.1
2023-11-11,9881.5
2023-11-12,9292.3
2023-11-13,12607.9
2023-11-14,11486.2
2023-11-15,11432.2
2023-11-16,12478.3
2023-11-17,11719.6
2023-11-18,8801.1
2023-11-19,8881.6
2023-11-20,11128.6
2023-11-21,11309.6
2023-11-22,11353.0
2023-11-23,11140.3
2023-11-24,12176.5
2023-11-25,9750.4
2023-11-26,8812.8
2023-11-27,11891.8
2023-11-28,11152.3
2023-11-29,12129.8
2023-11-30,12135.8
2023-12-01,12733.9
2023-12-02,8400.6
2023-12-03,8274.3
2023-12-04,13057.1
2023-12-05,12377.8
2023-12-06,12853.7
2023-12-07,12313.7
2023-12-08,11928.2
2023-12-09,9453.8
2023-12-10,8909.8
2023-12-11,11209.7
2023-12-12,13849.3
2023-12-13,10895.6
2023-12-14,12755.2
2023-12-15,12433.3
2023-12-16,8721.3
2023-12-17,8609.0
2023-12-18,12219.6
2023-12-19,11458.9
2023-12-20,11676.2
2023-12-21,10981.7
2023-12-22,11336.9
2023-12-23,9462.3
2023-12-24,8757.8
2023-12-25,11993.6
2023-12-26,11732.9
2023-12-27,12275.9
2023-12-28,12776.0
2023-12-29,12407.0
2023-12-30,7469.9
2023-12-31,8767.6
2024-01-01,23426.2
2024-01-02,22810.4
2024-01-03,23742.8
2024-01-04,22586.9
2024-01-05,21274.6
2024-01-06,16775.7
2024-01-07,16240.9
2024-01-08,22472.1
2024-01-09,23004.5
2024-01-10,22528.0
2024-01-11,22274.4
2024-01-12,23826.8
2024-01-13,17102.8
2024-01-14,17081.0
2024-01-15,22447.3
2024-01-16,22613.0
2024-01-17,22166.0
2024-01-18,22270.6
2024-01-19,22174.2
2024-01-20,17100.8
2024-01-21,16950.2
2024-01-22,22500.3
2024-01-23,23329.9
2024-01-24,24297.3
2024-01-25,23494.4
2024-01-26,22624.9
2024-01-27,17137.6
2024-01-28,16077.8
2024-01-29,24339.8
2024-01-30,23552.2
2024-01-31,22855.3
2024-02-01,22655.2
2024-02-02,23962.7
2024-02-03,16857.8
2024-02-04,16587.8
2024-02-05,22393.2
2024-02-06,23731.8
2024-02-07,25297.0
2024-02-08,23639.4
2024-02-09,22796.9
2024-02-10,16773.7
2024-02-11,16682.2
2024-02-12,21913.9
2024-02-13,23169.1
2024-02-14,22786.0
2024-02-15,24672.9
2024-02-16,24215.8
2024-02-17,16028.4
2024-02-18,16041.6
2024-02-19,22260.5
2024-02-20,23362.3
2024-02-21,23074.9
2024-02-22,23493.3
2024-02-23,23775.8
2024-02-24,17059.3
2024-02-25,16766.0
2024-02-26,23720.2
2024-02-27,22372.4
2024-02-28,22063.1
2024-02-29,24308.8
2024-03-01,23202.1
2024-03-02,15786.3
2024-03-03,16307.7
2024-03-04,21461.2
2024-03-05,21709.8
2024-03-06,23107.1
2024-03-07,23259.9
2024-03-08,22377.9
2024-03-09,16862.0
2024-03-10,15913.4
2024-03-11,22586.1
2024-03-12,24380.5
2024-03-13,22762.4
2024-03-14,22570.4
2024-03-15,22424.4
2024-03-16,15081.5
2024-03-17,15472.6
2024-03-18,22606.6
2024-03-19,22723.0
2024-03-20,23387.2
2024-03-21,23061.5
2024-03-22,23921.5
2024-03-23,15726.5
2024-03-24,17535.7
2024-03-25,21050.0
2024-03-26,22462.2
2024-03-27,22837.3
2024-03-28,24410.7
2024-03-29,22795.9
2024-03-30,17147.8
2024-03-31,16846.5
2024-04-01,22145.9
2024-04-02,22627.2
2024-04-03,22160.8
2024-04-04,22699.1
2024-04-05,22572.6
2024-04-06,16407.2
2024-04-07,16364.9
2024-04-08,22843.4
2024-04-09,23091.9
2024-04-10,22437.4
2024-04-11,24239.2
2024-04-12,23070.0
2024-04-13,15571.7
2024-04-14,16616.8
2024-04-15,23032.7
2024-04-16,22784.6
2024-04-17,20493.1
2024-04-18,23319.5
2024-04-19,24372.0
2024-04-20,17033.1
2024-04-21,15220.5
2024-04-22,22202.4
2024-04-23,24324.8
2024-04-24,23163.4
2024-04-25,23330.5
2024-04-26,22780.6
2024-04-27,17070.3
2024-04-28,17296.4
2024-04-29,21848.8
2024-04-30,22915.6
2024-05-01,22690.9
2024-05-02,23794.1
2024-05-03,22885.4
2024-05-04,16850.4
2024-05-05,16034.6
2024-05-06,22962.8
2024-05-07,22045.9
2024-05-08,24421.7
2024-05-09,24152.3
2024-05-10,21684.2
2024-05-11,17173.4
2024-05-12,17090.1
2024-05-13,23923.4
2024-05-14,20646.6
2024-05-15,23977.1
2024-05-16,23004.2
2024-05-17,23051.6
2024-05-18,17157.7
2024-05-19,17654.5
2024-05-20,23268.5
2024-05-21,23738.7
2024-05-22,22733.4
2024-05-23,22096.8
2024-05-24,23255.8
2024-05-25,17397.1
2024-05-26,17489.1
2024-05-27,22495.2
2024-05-28,22991.0
2024-05-29,23567.2
2024-05-30,21432.2
2024-05-31,21858.8
2024-06-01,16956.1
2024-06-02,17750.2
2024-06-03,23801.8
2024-06-04,22485.1
2024-06-05,24651.4
2024-06-06,23188.5
2024-06-07,25543.1
2024-06-08,16869.3
2024-06-09,16391.4
2024-06-10,23307.8
2024-06-11,21391.1
2024-06-12,22866.8
2024-06-13,23453.9
2024-06-14,22923.4
2024-06-15,17887.5
2024-06-16,17673.6
2024-06-17,22375.5
2024-06-18,23072.7
2024-06-19,21733.5
2024-06-20,24090.3
2024-06-21,23902.3
2024-06-22,17093.1
2024-06-23,16852.9
2024-06-24,24151.3
2024-06-25,22582.0
2024-06-26,21568.1
2024-06-27,21792.9
2024-06-28,22574.2
2024-06-29,17411.6
2024-06-30,17089.0
2024-07-01,23195.4
2024-07-02,21642.9
2024-07-03,23593.4
2024-07-04,22917.0
2024-07-05,22785.0
2024-07-06,17343.2
2024-07-07,17468.2
2024-07-08,23314.7
2024-07-09,21256.0
2024-07-10,23888.3
2024-07-11,21990.2
2024-07-12,24291.0
2024-07-13,16706.4
2024-07-14,16703.8
2024-07-15,22419.3
2024-07-16,22077.5
2024-07-17,21472.6
2024-07-18,21480.7
2024-07-19,21749.7
2024-07-20,16494.7
2024-07-21,16680.2
2024-07-22,23927.7
2024-07-23,23933.4
2024-07-24,22691.3
2024-07-25,23249.4
2024-07-26,20871.2
2024-07-27,17511.1
2024-07-28,17780.4
2024-07-29,23230.6
2024-07-30,21984.4
2024-07-31,23187.7
2024-08-01,22894.6
2024-08-02,24092.3
2024-08-03,16834.0
2024-08-04,17453.6
2024-08-05,22731.2
2024-08-06,22108.8
2024-08-07,21767.2
2024-08-08,23709.1
2024-08-09,22532.3
2024-08-10,15210.8
2024-08-11,16546.6
2024-08-12,22703.2
2024-08-13,22992.7
2024-08-14,23104.6
2024-08-15,22403.5
2024-08-16,21709.5
2024-08-17,16442.8
2024-08-18,17599.0
2024-08-19,23132.9
2024-08-20,22735.8
2024-08-21,22906.5
2024-08-22,22772.3
2024-08-23,23048.7
2024-08-24,16288.1
2024-08-25,16438.3
2024-08-26,24503.9
2024-08-27,22413.8
2024-08-28,22639.1
2024-08-29,21402.9
2024-08-30,22552.2
2024-08-31,15876.1
2024-09-01,15457.7
2024-09-02,23332.2
2024-09-03,25307.6
2024-09-04,21808.4
2024-09-05,21950.1
2024-09-06,22871.4
2024-09-07,17723.1
2024-09-08,17466.5
2024-09-09,22628.5
2024-09-10,22846.6
2024-09-11,21847.3
2024-09-12,24008.8
2024-09-13,23613.3
2024-09-14,16820.5
2024-09-15,17091.6
2024-09-16,21116.0
2024-09-17,23412.9
2024-09-18,21750.9
2024-09-19,21793.0
2024-09-20,23469.5
2024-09-21,16293.3
2024-09-22,16533.3
2024-09-23,22801.1
2024-09-24,22995.1
2024-09-25,23270.6
2024-09-26,22895.8
2024-09-27,23726.1
2024-09-28,16551.9
2024-09-29,17170.6
2024-09-30,21303.6
2024-10-01,25668.7
2024-10-02,23491.4
2024-10-03,21220.4
2024-10-04,23590.9
2024-10-05,16640.2
2024-10-06,15796.8
2024-10-07,22704.1
2024-10-08,22774.6
2024-10-09,22690.9
2024-10-10,24694.1
2024-10-11,22716.4
2024-10-12,16432.6
2024-10-13,17950.6
2024-10-14,22825.9
2024-10-15,22092.2
2024-10-16,24508.5
2024-10-17,24407.1
2024-10-18,22122.0
2024-10-19,17356.6
2024-10-20,16747.3
2024-10-21,20914.2
2024-10-22,21891.8
2024-10-23,23819.0
2024-10-24,22821.7
2024-10-25,24430.7
2024-10-26,15611.9
2024-10-27,15736.1
2024-10-28,23545.4
2024-10-29,22027.3
2024-10-30,24916.0
2024-10-31,21155.7
2024-11-01,23158.5
2024-11-02,17329.8
2024-11-03,17520.7
2024-11-04,22487.2
2024-11-05,22765.5
2024-11-06,21937.2
2024-11-07,23988.0
2024-11-08,23320.9
2024-11-09,16768.8
2024-11-10,16090.4
2024-11-11,21678.6
2024-11-12,22755.4
2024-11-13,23919.6
2024-11-14,21221.7
2024-11-15,23812.7
2024-11-16,16913.7
2024-11-17,17466.6
2024-11-18,23214.1
2024-11-19,21558.9
2024-11-20,23433.5
2024-11-21,22821.3
2024-11-22,21763.5
2024-11-23,16025.1
2024-11-24,17233.9
2024-11-25,21753.4
2024-11-26,23696.7
2024-11-27,23310.6
2024-11-28,21066.3
2024-11-29,24038.6
2024-11-30,18258.5
2024-12-01,15309.6
2024-12-02,21100.0
2024-12-03,22268.6
2024-12-04,22812.9
2024-12-05,22992.8
2024-12-06,23638.7
2024-12-07,17359.9
2024-12-08,16525.0
2024-12-09,23838.7
2024-12-10,25580.0
2024-12-11,23164.4
2024-12-12,22165.7
2024-12-13,22073.2
2024-12-14,17077.8
2024-12-15,16321.5
2024-12-16,22719.6
2024-12-17,24408.6
2024-12-18,23535.3
2024-12-19,23021.7
2024-12-20,23774.1
2024-12-21,16894.4
2024-12-22,16880.9
2024-12-23,23081.4
2024-12-24,24009.6
2024-12-25,22600.2
2024-12-26,22254.9
2024-12-27,22772.2
2024-12-28,17716.9
2024-12-29,17021.1
2024-12-30,22151.2
2024-12-31,24560.6
